INFO 2021-12-22 18:26:44,401 autoreload 578 Watching for file changes with StatReloader
WARNING 2021-12-22 18:26:48,716 basehttp 154 "GET / HTTP/1.1" 404 2027
INFO 2021-12-22 18:26:53,697 basehttp 154 "GET /users/ HTTP/1.1" 200 144
INFO 2021-12-22 18:42:16,551 autoreload 578 Watching for file changes with StatReloader
INFO 2021-12-22 18:42:22,596 basehttp 154 "GET /users/register HTTP/1.1" 200 3294
INFO 2021-12-22 18:42:22,658 basehttp 154 "GET /static/users/images/1.png HTTP/1.1" 304 0
INFO 2021-12-22 18:42:22,658 basehttp 154 "GET /static/users/css/reset.css HTTP/1.1" 304 0
INFO 2021-12-22 18:42:22,658 basehttp 154 "GET /static/users/css/main.css HTTP/1.1" 304 0
INFO 2021-12-22 18:42:22,658 basehttp 154 "GET /static/users/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2021-12-22 18:42:22,659 basehttp 154 "GET /static/users/js/register.js HTTP/1.1" 200 595
INFO 2021-12-22 18:42:22,679 basehttp 154 "GET /static/users/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2021-12-22 18:42:23,463 basehttp 154 "GET /static/users/images/register_banner.png HTTP/1.1" 304 0
INFO 2021-12-22 18:42:23,463 basehttp 154 "GET /static/users/images/interval_line.png HTTP/1.1" 304 0
INFO 2021-12-22 18:42:23,464 basehttp 154 "GET /static/users/images/icons02.png HTTP/1.1" 304 0
INFO 2021-12-22 18:42:43,276 autoreload 578 Watching for file changes with StatReloader
INFO 2021-12-22 18:43:28,858 autoreload 578 Watching for file changes with StatReloader
INFO 2021-12-22 18:43:29,491 basehttp 154 "GET /users/register HTTP/1.1" 200 3318
INFO 2021-12-22 18:43:29,534 basehttp 154 "GET /static/users/js/register.js HTTP/1.1" 200 601
INFO 2021-12-22 18:43:31,562 basehttp 154 "GET /users/register HTTP/1.1" 200 3318
INFO 2021-12-22 18:43:31,581 basehttp 154 "GET /static/users/js/register.js HTTP/1.1" 304 0
INFO 2021-12-22 18:44:28,362 autoreload 578 Watching for file changes with StatReloader
INFO 2021-12-22 18:44:29,258 basehttp 154 "GET /users/register HTTP/1.1" 200 3314
INFO 2021-12-22 18:44:29,282 basehttp 154 "GET /static/users/js/register.js HTTP/1.1" 200 597
INFO 2021-12-22 18:56:26,294 autoreload 578 Watching for file changes with StatReloader
INFO 2021-12-22 18:56:29,588 basehttp 154 "GET /users/register HTTP/1.1" 200 3337
INFO 2021-12-22 18:56:29,624 basehttp 154 "GET /static/users/js/register.js HTTP/1.1" 200 1335
INFO 2021-12-22 18:56:30,786 basehttp 154 "GET /users/register HTTP/1.1" 200 3337
INFO 2021-12-22 18:56:30,815 basehttp 154 "GET /static/users/js/register.js HTTP/1.1" 304 0
INFO 2021-12-22 19:01:16,097 autoreload 578 Watching for file changes with StatReloader
INFO 2021-12-22 19:01:20,274 basehttp 154 "GET /users/register HTTP/1.1" 200 4485
INFO 2021-12-22 19:01:20,302 basehttp 154 "GET /static/users/js/register.js HTTP/1.1" 200 1300
INFO 2021-12-22 19:01:27,972 basehttp 154 "GET /users/register HTTP/1.1" 200 4485
INFO 2021-12-22 19:01:33,743 basehttp 154 "GET /users/register HTTP/1.1" 200 4455
INFO 2021-12-22 19:01:33,768 basehttp 154 "GET /static/users/js/register.js HTTP/1.1" 304 0
INFO 2021-12-22 19:03:11,096 basehttp 154 "GET /users/register HTTP/1.1" 200 4532
INFO 2021-12-22 19:03:11,131 basehttp 154 "GET /static/users/js/register.js HTTP/1.1" 304 0
